# elotto v3 mode=649 focus=off score=high items=346/5005 ranked=273 excl=73 void=0 blocks=4 paused_ms=0 pass_mean=0,000000 pass_sigma=1,022620 pass_chi2=284,4443 pass_stouffer=0,0000 v_eff=1,0201 null_flags=0 flush_timeouts=0 drift_t=0.00 unlimited=off runs_cap=100 rounds=1 run_s=1,50 run_segs=39130 gap_s=0,60 compacted=0 ent_w=0,600 ent_win=38 ent_h0=0,99789939 ent_sd=0,00013085 ent_n=273 ent_clamp=2 rank_mean=-0,022111 rank_sigma=3,201801 fw=3b4d8ed/5cba7061d053abab
# nodes=master,192.168.178.155,192.168.178.145,192.168.178.103
# fw_nodes=5cba7061d053abab,a0a5d77e03fcb942,a0a5d77e03fcb942,37175acddd1aa225
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;z_ctr;block;k;skip_rank;z0;z1;z2;z3;round;zh_ctr;key;h0;h1;h2;h3
127;2451;4;10;26;28;38;43;0;0;-0,856360;-0,0448;1;4;0;-0,182306;-0,467799;-0,691094;-0,371522;1;3,4090;-2,8613;1,2957;0,9533;1,3195;-198,0784
128;2449;4;10;26;28;36;43;0;0;-1,458684;-0,6471;1;4;0;0,156568;0,863390;-1,777778;-2,159548;1;6,4609;-5,7348;-0,7728;-0,4655;0,8650;-188,0327
129;3565;10;14;26;28;32;36;0;0;-2,278344;-1,4668;1;4;0;0,177301;-0,017396;-3,176170;-1,540424;1;2,3510;-2,7698;1,0514;1,2487;-0,4355;-198,4905
130;3044;4;23;25;26;28;32;0;0;-1,657790;-0,8462;1;4;0;0,150849;-0,118201;-1,152220;-2,196009;1;-4,7891;3,5154;0,0740;0,1007;0,5684;-211,6492
131;999;3;10;16;36;39;43;0;0;-1,205243;-0,3937;1;4;0;0,337444;-1,993447;-0,176348;-0,578135;1;-7,1976;5,7703;-1,1916;-1,5597;-1,6213;-211,3503
132;4570;16;23;25;27;32;36;0;0;1,022461;1,8340;1;4;0;0,167292;1,133632;0,983974;-0,239976;1;-7,0677;6,8980;1,6360;0,6773;1,7943;-219,5709
133;2540;4;14;16;25;26;43;0;0;0,406911;1,2185;1;4;0;0,010724;0,390110;-0,639619;1,052607;1;0,7082;0,0866;0,3122;-2,0755;0,4479;-198,5960
134;3234;4;26;27;28;32;36;0;0;-2,134287;-1,3227;1;4;0;-0,645577;-1,420793;-0,852666;-1,349539;1;5,2972;-5,1413;0,7105;-1,2843;0,0131;-190,1727
135;12;3;4;10;14;23;26;0;0;0,017992;0,8295;1;4;0;0,053619;-0,252607;1,038308;-0,803337;1;-4,7359;4,4006;1,2888;0,7785;0,8273;-213,6942
136;4346;14;23;25;36;39;43;0;0;-0,939292;-0,1277;1;4;0;-0,282395;-1,110516;0,771642;-1,257314;1;2,7881;-2,3907;0,8978;-0,6592;1,0268;-197,0171
137;992;3;10;16;32;36;39;0;0;-1,187728;-0,3762;1;4;0;-0,911529;-0,147513;-1,001371;-0,315043;1;7,5487;-6,4896;-1,3428;1,1946;-1,1902;-184,8922
138;1451;3;14;25;28;32;36;0;0;-0,364492;0,4471;1;4;0;-0,235210;-0,566458;0,289068;-0,216384;1;4,4137;-3,4244;-0,5455;1,2113;-2,0034;-191,1630
139;4964;25;27;28;36;38;43;0;0;0,226393;1,0379;1;4;0;1,204648;-0,081025;-1,867144;1,196307;1;-3,3977;3,4028;-0,5088;-0,6167;-1,1059;-205,8921
140;4837;23;25;27;28;36;43;0;0;-0,577182;0,2344;1;4;0;-0,502592;-0,242598;1,002562;-1,411737;1;5,7357;-4,6424;-0,1057;-0,2362;-0,5154;-188,9993
141;2559;4;14;16;25;38;39;0;0;-0,141078;0,6705;1;4;0;1,457731;-0,976110;-0,184927;-0,578850;1;5,6068;-4,2932;-0,8484;-0,0692;-0,0837;-189,1131
142;2068;4;10;14;23;27;43;0;0;-0,524635;0,2869;1;4;0;1,770868;0,509503;-1,335955;-1,993686;1;-11,3443;9,5981;0,7492;2,6035;0,4299;-227,7991
143;169;3;4;10;26;27;39;0;0;-1,078701;-0,2672;1;4;0;0,386774;0,593149;-1,312363;-1,824963;1;4,9175;-4,2398;-0,3292;0,9672;1,2606;-193,3916
144;902;3;10;16;23;28;32;0;0;0,324337;1,1359;1;4;0;-0,045755;1,787787;0,605064;-1,698422;1;-7,6784;7,0189;-0,6961;-0,6853;-0,4530;-214,8504
145;4256;14;16;26;38;39;43;0;0;0,797975;1,6095;1;4;0;1,096694;0,307179;-0,333631;0,525708;1;4,0517;-2,4784;-0,8464;-0,1675;0,0342;-192,2449
146;1832;3;23;26;32;36;38;0;0;-0,577897;0,2336;1;4;0;1,218946;0,205660;-0,866250;-1,714150;1;1,0345;-0,7311;1,0709;0,8693;0,3075;-201,5066
147;578;3;4;23;28;38;43;0;0;0,102353;0,9139;1;4;0;-0,524754;0,573131;1,352160;-1,195830;1;7,4879;-5,7234;-0,3135;0,0198;1,5900;-187,6485
148;3553;10;14;26;27;28;39;0;0;0,878403;0,8364;2;4;1;-0,270241;-0,441585;-0,076974;2,545607;1;1,1383;-0,4832;0,7279;-2,1045;-0,1612;-197,6573
149;4164;14;16;23;36;39;43;0;0;1,726661;1,6846;2;4;1;0,086506;0,160381;2,228657;0,977778;1;4,4681;-2,7833;-0,9209;-0,0537;0,1918;-191,7525
150;2997;4;16;26;32;38;43;0;0;0,853739;0,8117;2;4;1;0,799285;-0,152755;0,443491;0,617456;1;-2,3540;2,4089;-0,5853;-0,2197;-1,0302;-204,3445
151;1619;3;16;23;32;38;43;0;0;-1,327853;-1,3699;2;4;1;-2,022521;0,208281;0,344117;-1,185583;1;-5,0556;3,4466;0,3030;-0,8809;-0,8951;-210,1098
152;3855;10;23;25;27;28;43;0;0;0,869109;0,8271;2;4;1;1,372655;-1,132917;1,437236;0,061245;1;0,9543;-0,3352;1,3522;0,2559;0,1840;-201,3552
153;383;3;4;14;36;38;43;0;0;-1,289605;-1,3317;2;4;1;-2,093298;-0,311469;0,678701;-0,853143;1;7,4436;-6,9322;0,5912;0,5455;0,5931;-188,3141
154;4254;14;16;26;36;38;43;0;0;0,026571;-0,0155;2;4;1;-1,075246;0,188263;-0,290736;1,230861;1;-3,0731;2,5484;0,0809;-0,7246;-0,1256;-206,8484
155;1866;3;23;28;32;38;43;0;0;1,056420;1,0144;2;4;1;-0,961573;2,334466;-0,400834;1,140781;1;-4,9610;4,6905;0,8653;-0,4272;1,7530;-213,5848
156;75;3;4;10;16;26;32;0;0;0,977778;0,9357;2;4;1;0,363182;1,096932;0,195413;0,300030;1;-7,3552;6,6389;0,0010;-2,4159;-0,0393;-213,7278
157;2038;4;10;14;16;32;36;0;0;-0,840274;-0,8823;2;4;1;-2,590171;0,293357;0,277629;0,338636;1;-5,3321;3,9472;0,8400;0,1946;1,2291;-214,3995
158;1549;3;16;23;25;27;32;0;0;0,441585;0,3995;2;4;1;-0,050045;-0,627465;0,887459;0,673220;1;-4,4125;3,8930;-2,3392;0,2896;-1,4229;-206,8239
159;2765;4;14;26;27;32;39;0;0;0,690736;0,6487;2;4;1;0,053619;0,143223;2,568961;-1,384332;1;13,9014;-9,6248;0,9948;-0,9766;1,6560;-175,3429
160;4318;14;23;25;27;32;36;0;0;0,110218;0,0682;2;4;1;0,347453;-1,330951;1,337862;-0,133929;1;-3,5842;3,0200;-0,4698;-0,7812;-0,0678;-207,3212
161;2428;4;10;26;27;28;32;0;0;-1,898362;-1,9404;2;4;1;-1,450581;-1,235151;-0,237831;-0,873161;1;-7,5275;5,1869;1,5082;0,1810;-0,4857;-217,7301
162;3829;10;16;36;38;39;43;0;0;0,745071;0,7030;2;4;1;-0,823593;0,231874;1,375038;0,706822;1;7,3370;-5,7148;-1,4008;-0,1907;-0,3235;-184,8826
163;4179;14;16;25;26;32;39;0;0;-1,455109;-1,4972;2;4;1;-2,323504;-1,574025;0,022401;0,964910;1;5,2668;-5,2127;-0,5037;0,3422;0,1617;-190,9382
164;3569;10;14;26;28;36;38;0;0;0,140959;0,0989;2;4;1;-1,052369;-0,643909;1,856182;0,122014;1;2,8182;-2,2900;0,4276;-0,4310;0,5430;-196,3748
165;3888;10;23;26;27;28;38;0;0;-0,275841;-0,3179;2;4;1;0,743521;-0,209949;0,843134;-1,928389;1;5,9712;-5,1446;-0,3354;0,0641;-1,0038;-188,2543
166;4417;14;23;36;38;39;43;0;0;-2,035986;-2,0780;2;4;1;-1,490617;-1,556867;-0,272863;-0,751624;1;7,7811;-7,6270;0,4601;0,4679;-1,0203;-185,8171
167;1485;3;14;26;27;39;43;0;0;1,597975;1,5559;2;4;1;0,019303;1,480847;2,608282;-0,912482;1;-5,7256;5,6271;-0,6404;-0,0641;-0,6675;-211,5509
168;1774;3;23;25;27;28;38;0;0;1,798154;1,7561;2;4;1;-0,501162;0,249032;2,813466;1,034972;1;4,0548;-2,3997;1,2733;-0,1690;-0,0245;-194,4416
169;1086;3;10;25;26;27;32;0;0;-1,324635;-1,3667;2;4;1;-1,361931;-0,079833;0,667263;-1,874770;1;-19,5922;9,2265;-1,3574;-0,0124;0,5051;-239,7912
170;4732;16;25;28;36;38;43;0;0;-1,219899;-1,2619;2;4;1;0,036461;-1,383855;-0,513792;-0,578612;1;2,9783;-3,1781;-0,5137;-1,1114;0,2725;-194,1624
171;892;3;10;16;23;26;36;0;0;0,972059;0,9300;2;4;1;-0,030027;-0,164909;0,690140;1,448913;1;0,0889;0,4419;0,3745;-0,0698;0,4237;-202,0222
172;3705;10;16;25;26;27;32;0;0;-0,704796;-0,7468;2;4;1;0,253798;-1,151505;-0,447304;-0,064581;1;-1,1825;0,5696;1,7733;-1,7499;-1,5475;-202,3125
173;4763;16;26;28;32;38;39;0;0;0,948467;0,9064;2;4;1;-0,872208;-0,233542;1,829730;1,172953;1;-1,4133;1,6787;0,7135;-0,1896;-0,1982;-204,6238
174;2726;4;14;25;27;28;39;0;0;-0,834555;-0,8766;2;4;1;-0,060054;-0,518082;0,575752;-1,666727;1;-4,2206;3,0255;-0,6757;1,1425;0,3526;-210,7321
175;2055;4;10;14;23;25;43;0;0;-0,269050;-0,3111;2;4;1;-1,080966;-0,508788;1,472267;-0,420614;1;-1,0406;0,6933;-0,0040;-0,1558;0,8319;-204,2250
176;4656;16;23;28;32;36;39;0;0;-0,296574;-0,3386;2;4;1;-2,580877;-0,389395;0,946798;1,430325;1;-0,7717;0,4543;0,3537;0,4461;0,3095;-204,1242
177;1042;3;10;23;26;32;39;0;0;1,272685;1,2306;2;4;1;-0,127971;0,110337;1,751803;0,811201;1;-3,6459;3,7162;0,7187;-0,1507;0,5875;-209,9189
178;3832;10;23;25;26;27;36;0;0;0,168841;0,1268;2;4;1;-0,317426;-0,572416;1,823295;-0,595770;1;13,0697;-9,9143;0,7694;0,5782;1,6765;-178,3561
179;1452;3;14;25;28;32;38;0;0;0,636759;0,5947;2;4;1;-1,266846;1,024010;0,918916;0,597438;1;-2,1546;2,1226;1,2361;0,4897;-0,7963;-206,7104
180;4118;14;16;23;26;28;38;0;0;-0,507835;-0,5499;2;4;1;-0,805005;-0,895562;2,162169;-1,477272;1;4,2876;-3,8725;0,1439;1,2245;-1,0202;-193,2446
181;2269;4;10;16;28;32;38;0;0;2,391541;2,3495;2;4;1;1,872387;-0,420137;2,305869;1,024963;1;-2,2079;3,1403;0,1784;0,4599;-0,2607;-206,2650
182;1572;3;16;23;26;27;38;0;0;0,064820;0,0228;2;4;1;0,680608;-1,104320;1,035449;-0,482097;1;-0,7306;0,6205;0,2561;-1,0841;-1,7035;-200,4012
183;3228;4;25;28;38;39;43;0;0;-0,914269;-0,9563;2;4;1;-0,845755;-0,588859;0,828121;-1,222044;1;3,1230;-3,1290;1,0525;-1,1915;1,7766;-196,8631
184;646;3;4;26;27;28;32;0;0;-0,479237;-0,5213;2;4;1;0,045755;-0,926304;-1,175097;1,097171;1;2,5577;-2,4173;-0,2868;1,8840;-0,8692;-197,0841
185;433;3;4;16;25;27;39;0;0;1,322371;1,2803;2;4;1;0,523325;1,796128;1,350730;-1,025440;1;-6,3609;6,0028;0,3463;0,1833;-1,7013;-213,0217
186;1468;3;14;25;36;38;43;0;0;0,142747;0,1007;2;4;1;1,978911;-1,827823;1,031159;-0,896753;1;1,1735;-0,9205;1,1371;1,5385;-0,4330;-201,3673
187;4912;23;27;32;36;38;43;0;0;0,041228;-0,0008;2;4;1;-0,822163;-0,381531;1,302116;-0,015967;1;2,5738;-2,1419;0,6734;-1,9137;0,6545;-195,7382
188;1875;3;23;32;38;39;43;0;0;-0,696932;-0,7390;2;4;1;-1,653620;-1,025678;1,528032;-0,242598;1;3,0118;-2,9158;-0,0627;1,5928;-1,1757;-195,8024
189;2351;4;10;23;27;39;43;0;0;-0,289425;-0,3315;2;4;1;0,446113;-1,877153;0,276914;0,575276;1;1,4580;-1,3970;0,8031;0,4678;-0,7457;-199,0807
190;2752;4;14;25;32;38;43;0;0;0,036581;-0,0055;2;4;1;-1,485613;-0,949896;1,789694;0,718976;1;-4,3047;3,5787;-0,2504;0,2514;-0,9221;-209,1599
191;3436;10;14;23;25;38;43;0;0;-0,299791;-0,3418;2;4;1;-1,663629;0,288353;1,249211;-0,473518;1;-4,5098;3,5627;0,8200;-1,1174;-1,8568;-208,3369
192;2492;4;10;28;38;39;43;0;0;-1,771106;-1,8132;2;4;1;-2,351386;-0,765446;0,369854;-0,795234;1;3,9698;-4,3088;-0,4187;-1,1221;1,6185;-193,6097
193;427;3;4;16;25;26;39;0;0;-2,031696;-2,0737;2;4;1;-0,902234;-3,146144;0,822401;-0,837415;1;-0,8660;-0,4298;1,3800;0,0945;0,2776;-204,9556
194;3149;4;23;28;32;36;38;0;0;-2,088175;-2,1302;2;4;1;-1,302592;-0,464463;-0,671791;-1,737504;1;-1,7930;0,3103;0,6965;1,4582;-0,3129;-206,8994
195;3625;10;16;23;25;26;39;0;0;0,687876;0,6458;2;4;1;0,984451;-0,016205;0,587191;-0,179684;1;11,8930;-9,5373;0,3907;2,3268;0,2631;-180,6662
196;1514;3;14;27;28;38;43;0;0;-0,805958;-0,8480;2;4;1;-0,492583;-1,380281;2,614002;-2,353054;1;-2,9383;1,9744;-0,3565;-0,2855;-2,6865;-204,0196
197;1119;3;10;25;27;38;43;0;0;0,214953;0,1729;2;4;1;1,115282;-1,056420;1,804707;-1,433662;1;1,1547;-0,8649;-0,4504;0,5746;-0,2154;-199,0709
198;544;3;4;23;26;28;43;0;0;-0,835270;-0,8773;2;4;1;-1,215371;1,019720;0,901043;-2,375932;1;-7,6605;5,8873;1,5186;-0,4222;-0,4102;-217,4787
199;1185;3;10;27;28;39;43;0;0;1,162229;1,1202;2;4;1;-1,299018;0,474233;2,969319;0,179923;1;3,6066;-2,3795;0,8333;0,6203;-1,2333;-194,4786
200;2122;4;10;14;26;28;43;0;0;0,220673;0,1786;2;4;1;0,633423;-1,543283;0,881025;0,470182;1;13,7540;-9,8855;1,0198;0,8823;0,5074;-176,3731
201;201;3;4;10;28;32;36;0;0;0,666786;0,6247;2;4;1;-0,438249;-0,046232;3,167353;-1,349301;1;-10,7664;9,3047;-0,3861;-0,6059;-0,9735;-221,0389
202;298;3;4;14;23;36;43;0;0;0,651057;0,6090;2;4;1;-0,915818;0,901043;-0,227823;1,544713;1;11,9192;-9,5796;-0,4652;-2,0390;2,7261;-177,8550
203;4083;14;16;23;25;26;28;0;0;0,821210;0,7792;2;4;1;-0,229491;0,398451;2,147871;-0,674412;1;-3,6372;3,4585;0,7807;1,6266;0,4057;-211,5590
204;1759;3;23;25;26;28;38;0;0;0,923444;0,8814;2;4;1;-1,481323;0,729461;1,290677;1,308073;1;0,7015;-0,0948;-0,0517;-0,5380;-0,7631;-198,7157
205;4519;14;26;32;36;38;43;0;0;1,576169;1,5341;2;4;1;0,540483;-1,113614;1,114805;2,610665;1;-1,1271;1,7887;0,4123;-0,9032;-0,7093;-202,5255
206;273;3;4;14;23;25;43;0;0;0,301817;0,2598;2;4;1;-0,175156;-0,528091;2,983618;-1,676736;1;-2,1793;1,9573;-1,6412;-0,4352;-0,1198;-203,6339
207;3249;4;26;27;32;39;43;0;0;1,013882;0,9718;2;4;1;-0,435389;1,194162;1,001132;0,267858;1;2,6074;-1,6305;0,5245;0,1238;1,8120;-198,7170
208;92;3;4;10;16;32;38;0;0;0,076616;0,0346;2;4;1;-0,822163;-0,293596;1,209175;0,059815;1;-5,5440;4,6320;-0,1922;0,1854;0,3375;-212,8902
209;3343;10;14;16;25;28;43;0;0;1,236938;1,1949;2;4;1;0,321716;-0,210664;1,187728;1,175097;1;0,2110;0,4872;-0,1061;0,8129;0,6573;-202,4136
210;1917;3;25;27;28;36;39;0;0;1,088949;1,0469;2;4;1;0,507596;-0,377242;0,455645;1,591898;1;-3,4518;3,4528;-1,4102;-2,1098;-0,8913;-203,9639
211;1096;3;10;25;26;32;36;0;0;-0,830981;-0,8730;2;4;1;-0,849330;-0,816920;1,916950;-1,912661;1;2,9356;-2,9269;0,2761;-1,2521;0,2261;-194,8505
212;2313;4;10;23;25;38;39;0;0;-0,125350;-0,1674;2;4;1;-0,908669;0,558594;-1,267323;1,366697;1;3,9638;-3,3910;0,2368;-0,6855;-0,8234;-192,2719
213;1334;3;14;23;25;26;36;0;0;-0,222580;-0,2646;2;4;1;-0,915818;0,183259;0,655109;-0,367709;1;-9,5783;7,8228;-0,7106;1,5067;-0,0377;-221,3865
214;3505;10;14;25;26;32;36;0;0;0,119868;0,0778;2;4;1;-1,395532;-0,529521;1,539470;0,625320;1;5,0527;-4,1609;0,8339;1,0329;-0,1448;-193,0882
215;2401;4;10;25;27;32;43;0;0;0,540244;0,4982;2;4;1;-2,198392;-0,633185;1,257790;2,654276;1;-3,2789;3,0046;-0,8775;-1,3744;-0,6686;-205,1090
216;1292;3;14;16;26;36;43;0;0;0,519154;0,4771;2;4;1;-1,457731;-0,168484;2,998631;-0,334108;1;-4,8332;4,2861;0,9450;-1,5534;-2,2855;-208,2442
217;3616;10;14;32;36;38;43;0;0;-0,637951;-0,6800;2;4;1;-0,695621;-1,376706;1,078344;-0,281918;1;16,5799;-10,3618;0,0052;0,1236;0,6998;-169,1404
218;1284;3;14;16;26;28;39;0;0;-1,438309;-1,4804;2;4;1;0,308132;-1,699852;1,436521;-2,921419;1;3,9998;-4,1492;-0,5880;-1,5754;0,8492;-192,1580
219;4418;14;25;26;27;28;32;0;0;-0,875305;-0,9174;2;4;1;-0,362467;0,645815;0,695145;-2,729104;1;-9,1264;7,0847;-1,2562;0,1686;-0,5859;-218,0508
220;1719;3;16;27;28;32;43;0;0;-0,040989;-0,0830;2;4;1;0,407507;1,009711;0,569318;-2,068514;1;-9,5101;7,8668;-0,2261;1,8657;-0,5852;-221,5462
221;2958;4;16;25;32;36;38;0;0;1,116796;1,0253;3;3;0;-0,909384;1,836879;1,006852;0,892464;1;-1,4113;1,7431;-0,8533;-0,4720;-0,9123;-192,5745
222;3337;10;14;16;25;27;39;0;0;1,381789;1,2903;3;3;0;2,205542;1,446530;-1,258743;1,085493;1;0,7021;0,1315;0,2599;0,5772;0,5858;-212,4202
223;3197;4;25;26;36;39;43;0;0;-1,143487;-1,2350;3;3;0;-1,093834;-0,352219;-0,534525;0,163956;1;0,3117;-0,9444;0,8947;0,4565;-0,6044;-200,1090
224;2175;4;10;16;23;25;43;0;0;1,185314;1,0938;3;3;0;2,203397;-0,080548;-0,069824;1,139828;1;-0,2039;0,7764;-2,4740;1,8882;0,4394;-207,1742
225;956;3;10;16;26;32;36;0;0;-0,791402;-0,8829;3;3;0;-0,109383;-0,186357;-1,075008;1,538041;1;1,4149;-1,6670;0,2342;0,8559;1,5674;-199,4431
226;2146;4;10;14;27;38;43;0;0;1,153944;1,0625;3;3;0;-0,145130;1,216325;0,927495;1,255645;1;-1,3497;1,7123;1,1272;-1,8031;-1,4550;-196,7848
227;4082;14;16;23;25;26;27;0;0;-0,563970;-0,6554;3;3;0;0,376050;0,063152;-1,416027;0,965386;1;-0,0748;-0,3014;-0,0045;0,1308;-0,0491;-199,3371
228;3210;4;25;27;32;36;39;0;0;-1,866646;-1,9581;3;3;0;-0,056479;-1,980817;-1,195830;2,267978;1;-0,3216;-0,8186;0,3257;0,4115;-1,0874;-215,9336
229;1409;3;14;23;32;38;43;0;0;-0,493801;-0,5853;3;3;0;-0,823593;-0,164194;0,132499;-0,016920;1;0,4449;-0,6948;-0,6365;0,3827;1,2311;-201,4171
230;3838;10;23;25;26;28;38;0;0;0,678856;0,5874;3;3;0;-0,748526;1,144832;0,779506;1,372178;1;1,1082;-0,5963;-0,0650;2,7774;-0,5861;-198,5433
231;3804;10;16;27;28;39;43;0;0;-1,109229;-1,2007;3;3;0;-0,988025;-0,723980;-0,209235;0,530712;1;-0,4221;-0,3148;-0,9128;-0,9671;1,3557;-193,7377
232;4659;16;23;28;32;38;43;0;0;0,019675;-0,0718;3;3;0;-0,131546;1,131964;-0,966339;0,780221;1;0,1327;-0,1502;-0,6380;1,9296;-0,8549;-222,4797
233;155;3;4;10;25;32;36;0;0;-1,975615;-2,0671;3;3;0;-1,556390;0,078880;-1,944356;0,606494;1;1,7009;-2,5618;2,4137;0,5901;0,1490;-204,2983
234;3797;10;16;27;28;32;39;0;0;0,552137;0,4607;3;3;0;-0,823593;1,142687;0,637236;1,374323;1;0,7827;-0,3957;0,3308;1,7511;-0,5194;-184,2483
235;2950;4;16;25;28;32;39;0;0;-0,508660;-0,6001;3;3;0;-1,336194;-0,000477;0,455645;0,359130;1;-0,0058;-0,3281;0,9713;0,0348;-0,8092;-197,8267
236;2873;4;16;23;26;36;43;0;0;-0,123966;-0,2154;3;3;0;-0,134406;-0,683229;0,602920;-0,002621;1;0,6723;-0,6789;0,6606;0,3428;0,3679;-212,9083
237;3978;10;25;26;28;38;39;0;0;1,676088;1,5846;3;3;0;-0,397498;2,726245;0,574323;1,513733;1;-1,9042;2,4634;-0,9465;-1,8943;-0,2505;-216,8884
238;1708;3;16;26;32;36;43;0;0;0,337914;0,2464;3;3;0;-0,291689;-0,341496;1,218469;0,731606;1;2,1726;-1,6710;-0,4000;2,4499;1,9201;-209,1668
239;4301;14;23;25;26;28;39;0;0;0,912891;0,8214;3;3;0;1,178910;-0,104856;0,507120;1,542330;1;0,4528;0,0789;1,0897;-0,3123;0,2136;-180,7081
240;2459;4;10;26;36;38;39;0;0;-0,585846;-0,6773;3;3;0;-1,004469;-0,607447;0,597200;-0,444445;1;-0,1945;-0,2138;0,4006;-0,4561;-0,0746;-198,9169
241;13;3;4;10;14;23;27;0;0;-0,021188;-0,1127;3;3;0;-0,413941;-0,314328;0,691570;-0,014060;1;-0,5808;0,4208;-1,2382;0,0205;0,4185;-196,2927
242;584;3;4;23;32;38;43;0;0;1,238973;1,1475;3;3;0;1,354067;1,105511;-0,313613;2,258684;1;1,3003;-0,4454;0,5351;0,7928;1,1312;-186,1530
243;1027;3;10;23;25;38;43;0;0;-0,379466;-0,4709;3;3;0;-0,154424;0,246887;-0,749717;1,834019;1;-0,9546;0,5331;-0,1633;0,0385;-1,3219;-217,8598
244;4580;16;23;25;28;32;36;0;0;1,077996;0,9865;3;3;0;1,157462;-1,333810;2,043492;0,010962;1;-2,7932;2,8713;-1,8315;-1,0735;-1,7262;-180,7908
245;985;3;10;16;28;36;38;0;0;0,315212;0,2237;3;3;0;-0,469705;1,212035;-0,196366;2,024904;1;0,7854;-0,5294;0,4981;1,3826;-0,3134;-203,3362
246;1054;3;10;23;27;28;43;0;0;-1,316435;-1,4079;3;3;0;-0,771403;-0,422282;-1,086447;0,732321;1;0,4891;-1,1879;-0,6169;1,8007;-0,1299;-190,2752
247;32;3;4;10;14;26;38;0;0;0,201703;0,1102;3;3;0;-0,693477;0,785940;0,256896;-0,956330;1;-0,5779;0,5420;0,0576;-0,1150;-0,7366;-171,9614
248;971;3;10;16;27;32;36;0;0;1,677326;1,5859;3;3;0;2,211976;-0,336491;1,029729;-0,743998;1;0,2129;0,7026;0,1638;0,4061;0,0056;-199,4974
249;3774;10;16;26;27;39;43;0;0;-1,178159;-1,2696;3;3;0;0,246649;-2,440513;0,153232;1,324993;1;0,7184;-1,3020;0,5231;-1,1966;2,1245;-193,7734
250;4857;23;25;28;36;38;39;0;0;0,733753;0,6423;3;3;0;0,201609;0,745904;0,323384;0,196842;1;-0,6437;0,8919;0,3258;-0,2958;-0,9381;-196,4938
251;4279;14;16;28;32;36;43;0;0;0,987189;0,8957;3;3;0;0,481144;0,440632;0,788085;-0,872684;1;0,4865;0,0921;0,1667;0,5463;0,3364;-186,4759
252;2030;4;10;14;16;27;38;0;0;-1,821655;-1,9131;3;3;0;-2,864702;-1,378136;1,087638;0,536432;1;-1,5051;0,1911;-0,9321;-0,8789;-0,5891;-197,6936
253;2739;4;14;25;28;32;38;0;0;-0,127268;-0,2187;3;3;0;1,246113;-0,655347;-0,811201;2,034913;1;-0,8458;0,5825;-0,0879;-0,5455;-0,6248;-194,5025
254;4269;14;16;27;32;36;43;0;0;0,086129;-0,0053;3;3;0;-1,163897;0,539291;0,773786;-1,502533;1;-0,1241;0,1003;0,6212;0,4831;-1,1125;-212,7733
255;4284;14;16;28;36;38;43;0;0;1,713649;1,6222;3;3;0;1,276140;-0,283587;1,975574;-0,925589;1;0,2029;0,7310;1,2084;0,6904;-1,3406;-203,9099
256;944;3;10;16;25;39;43;0;0;-1,659440;-1,7509;3;3;0;-2,006793;-0,417277;-0,450164;-0,533810;1;1,3188;-2,0685;-0,3428;2,3911;0,4427;-180,4691
257;3015;4;16;27;32;36;43;0;0;-0,433950;-0,5254;3;3;0;0,705630;0,472088;-1,929342;1,356450;1;-1,6816;1,1077;-1,5441;-0,3529;-0,8088;-200,8444
258;2858;4;16;23;26;27;36;0;0;0,577729;0,4863;3;3;0;-1,289009;1,312124;0,977540;-0,606732;1;-0,2586;0,4849;0,9347;0,4841;-1,6598;-202,2782
259;1927;3;25;27;32;39;43;0;0;-1,427880;-1,5194;3;3;0;-1,261127;0,049568;-1,261603;-0,392970;1;1,1117;-1,7678;1,1227;0,6948;0,3148;-219,7336
260;2419;4;10;25;32;36;39;0;0;0,991317;0,8998;3;3;0;-0,137980;0,403456;1,451535;1,292107;1;-1,0018;1,3327;-0,5925;-0,3875;-0,5484;-198,9326
261;706;3;4;28;32;39;43;0;0;1,596425;1,5050;3;3;0;0,142985;2,492465;0,129640;0,141078;1;0,0077;0,8284;-0,4003;0,6009;0,0195;-206,6377
262;2847;4;16;23;25;32;38;0;0;0,625196;0,5337;3;3;0;0,887936;-1,282336;1,477272;-0,481621;1;-0,8226;0,9805;-0,2137;-2,4158;1,4117;-202,1390
263;1265;3;14;16;25;32;36;0;0;0,003164;-0,0883;3;3;0;-0,455407;0,187548;0,273339;0,649390;1;0,0075;-0,0552;0,5510;0,4583;-0,7895;-211,1629
264;2966;4;16;25;36;39;43;0;0;-0,181340;-0,2728;3;3;0;-0,683468;0,558594;-0,189217;1,292821;1;0,3772;-0,4652;1,2841;1,0551;-1,4791;-198,1456
265;66;3;4;10;16;25;27;0;0;0,402305;0,3108;3;3;0;-0,012154;0,384153;0,324814;1,027585;1;0,9211;-0,5940;0,7719;1,2251;-0,1947;-208,8081
266;2823;4;14;32;36;38;39;0;0;0,816718;0,7252;3;3;0;2,129045;0,517844;-1,232291;0,087459;1;-0,3694;0,7096;0,1161;-1,4516;0,9026;-206,8113
267;1536;3;14;32;36;38;39;0;0;0,649962;0,5585;3;3;0;0,526899;-0,470897;1,069765;0,682276;1;-0,2982;0,5579;-0,1340;0,1494;-0,3251;-194,3918
268;4907;23;27;28;36;38;39;0;0;1,014431;0,9230;3;3;0;0,356747;0,531427;0,868871;-0,253560;1;0,0915;0,4358;0,2710;0,2005;-0,1062;-198,2546
